Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG/SG,Tyler Johnson (11700706),Tyler Johnson,11700706,PG/SG/G/UTIL,5300,MIA@TOR 11/25/2018 06:00PM ET,MIA,22.22
SG/SF,JJ Redick (11700710),JJ Redick,11700710,SG/SF/F/G/UTIL,5200,PHI@BKN 11/25/2018 06:00PM ET,PHI,27.37
SG/SF,Kent Bazemore (11700715),Kent Bazemore,11700715,SG/SF/F/G/UTIL,5200,CHA@ATL 11/25/2018 06:00PM ET,ATL,25.46
PG,Shai Gilgeous-Alexander (11700720),Shai Gilgeous-Alexander,11700720,PG/G/UTIL,5100,LAC@POR 11/25/2018 09:00PM ET,LAC,21.24
PG/SF,Kyle Anderson (11700723),Kyle Anderson,11700723,PG/SF/F/G/UTIL,5000,NYK@MEM 11/25/2018 06:00PM ET,MEM,21.90
SG/SF,Nicolas Batum (11700732),Nicolas Batum,11700732,SG/SF/F/G/UTIL,5000,CHA@ATL 11/25/2018 06:00PM ET,CHA,24.62
PF/C,Derrick Favors (11700728),Derrick Favors,11700728,PF/C/F/UTIL,5000,UTA@SAC 11/25/2018 08:00PM ET,UTA,24.54
PF/C,Rondae Hollis-Jefferson (11700737),Rondae Hollis-Jefferson,11700737,PF/C/F/UTIL,4900,PHI@BKN 11/25/2018 06:00PM ET,BKN,20.80
SG/SF,Rodney McGruder (11700741),Rodney McGruder,11700741,SG/SF/F/G/UTIL,4800,MIA@TOR 11/25/2018 06:00PM ET,MIA,26.21
PG/SG,Jeremy Lin (11700746),Jeremy Lin,11700746,PG/SG/G/UTIL,4800,CHA@ATL 11/25/2018 06:00PM ET,ATL,20.53
PG/SG,Trey Burke (11700750),Trey Burke,11700750,PG/SG/G/UTIL,4700,NYK@MEM 11/25/2018 06:00PM ET,NYK,22.69
PF,Marvin Bagley III (11700754),Marvin Bagley III,11700754,PF/F/UTIL,4700,UTA@SAC 11/25/2018 08:00PM ET,SAC,24.83
